artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Z.TAO,冰激淋,31,228311,0,0.567,0.428,3,-8.01,1,0.124,0.419,0.0,0.109,0.524,167.046,4,mandopop
理想混蛋 雞丁,習慣不習慣,60,300215,0,0.403,0.436,0,-7.85,1,0.037,0.738,0.0,0.174,0.426,129.667,4,mandopop
阿涵,过客,57,270000,0,0.537,0.625,4,-5.514,1,0.0634,0.581,0.0,0.0881,0.411,208.225,4,mandopop
Namewee;明日花綺羅,我愛的,42,230994,0,0.746,0.528,6,-6.947,1,0.0446,0.48,0.0,0.115,0.424,139.898,4,mandopop
Tanya Chua,達爾文,51,265106,0,0.57,0.283,7,-10.073,1,0.0326,0.854,0.0,0.101,0.409,78.01,4,mandopop
陳艾玲,守著陽光守著你,25,263866,0,0.337,0.335,4,-8.328,1,0.0299,0.844,0.0,0.0626,0.197,92.165,4,mandopop
Boon Hui Lu,Be Your Sunshine,28,215179,0,0.527,0.497,1,-9.449,1,0.0356,0.0445,0.0,0.0771,0.358,138.912,4,mandopop
E-Jun Lee,雨蝶,50,230760,0,0.404,0.503,10,-7.588,0,0.0424,0.196,2.73e-05,0.187,0.245,191.329,3,mandopop
Sodagreen,無眠,50,224813,0,0.504,0.354,11,-10.036,1,0.0382,0.835,0.0,0.0975,0.404,71.98,4,mandopop
F4,流星雨,38,273717,0,0.554,0.414,4,-9.968,1,0.027,0.142,0.0,0.0806,0.177,136.045,4,mandopop
Yisa Yu;霍尊,眠眠,29,291883,0,0.449,0.387,0,-10.141,0,0.0336,0.636,4.83e-06,0.205,0.251,67.87,4,mandopop
JJ Lin,那些你很冒險的夢 (JJ20版),52,287953,0,0.351,0.449,2,-7.262,1,0.033,0.672,0.0,0.105,0.116,135.78,4,mandopop
陳中;邱芸子,情難斷夢袂醒,26,263933,0,0.689,0.554,1,-8.272,1,0.0313,0.148,0.00234,0.0877,0.519,135.977,4,mandopop
Gary Chaw,背叛,54,321629,0,0.368,0.449,11,-7.049,1,0.0298,0.729,0.0,0.132,0.273,133.974,4,mandopop
告五人,醜人多作怪 (《新斗羅大陸》手遊半週年主題曲),50,257471,0,0.595,0.753,6,-4.677,0,0.0393,0.174,0.0,0.159,0.466,90.026,4,mandopop
Pets Tseng;WeiBird,今天陽光就是特別耀眼特別和諧 feat. 韋禮安,58,186014,0,0.569,0.488,0,-9.698,1,0.0409,0.175,0.0,0.263,0.212,81.998,4,mandopop
Lara Liang;Andrew Tan,再也沒有你,56,275869,0,0.548,0.464,4,-7.877,1,0.0318,0.602,0.0,0.106,0.186,137.932,4,mandopop
Wang Feng,存在,54,284466,0,0.207,0.631,4,-4.851,1,0.045,0.00771,0.0,0.398,0.325,57.024,4,mandopop
吳青峰;林嘉欣,(......戀人絮語)(feat. 林嘉欣),41,224205,0,0.477,0.505,0,-10.135,1,0.0382,0.701,0.000389,0.138,0.251,135.854,4,mandopop
Zhang Yu Sheng,大海,53,280026,0,0.516,0.491,10,-9.99,1,0.0307,0.425,1.89e-05,0.231,0.279,86.118,4,mandopop
Michael Wong,第一次,56,263333,0,0.601,0.38,0,-8.82,1,0.0259,0.576,0.0,0.0858,0.247,104.748,4,mandopop
Hong Ronghong,挽仙桃,25,239946,0,0.681,0.485,0,-11.641,1,0.0341,0.0718,0.0876,0.0859,0.678,140.086,4,mandopop
Christine Fan;Angela Chang,如果的事,52,228520,0,0.592,0.469,2,-7.668,1,0.0293,0.828,0.0,0.198,0.558,129.959,4,mandopop
Patrick Brasca;Jay Chou,Try - Kung Fu Panda 3 Official Theme Song,31,240320,0,0.64,0.816,1,-6.264,1,0.0299,0.11,0.0,0.101,0.58,105.984,4,mandopop
CoCo Lee,Before I Fall in Love,57,224200,0,0.612,0.501,8,-6.197,1,0.0283,0.473,0.0,0.108,0.175,116.43,4,mandopop
Teresa Teng,我只在乎你,52,252146,0,0.553,0.478,5,-9.405,1,0.0285,0.915,0.000316,0.277,0.154,140.128,4,mandopop
Jay Chou,霍元甲,48,276320,0,0.597,0.915,2,-3.842,1,0.0464,0.0674,3.92e-05,0.101,0.683,97.987,4,mandopop
Penny Tai,你要的愛,52,242440,0,0.328,0.32,5,-10.292,1,0.0378,0.303,0.0,0.259,0.2,147.99,4,mandopop
A Si;Yoga Lin,致姗姗来迟的你,52,246022,0,0.697,0.628,6,-7.194,0,0.0362,0.418,0.0,0.373,0.741,119.99,4,mandopop
NICKTHEREAL,我做的是愛不是夢,55,219556,0,0.612,0.941,0,-3.562,0,0.0598,0.00284,0.0,0.0549,0.367,123.971,4,mandopop
Yoga Lin,天真有邪,44,330000,0,0.426,0.382,0,-8.703,1,0.0302,0.364,0.0,0.123,0.186,127.639,4,mandopop
JJ Lin,新地球,48,277413,0,0.639,0.664,9,-5.923,0,0.0394,0.0596,5.18e-05,0.119,0.204,120.008,4,mandopop
Eason Chan,是但求其愛,49,269000,0,0.326,0.272,6,-9.536,1,0.0434,0.94,0.00337,0.301,0.253,181.863,4,mandopop
卓文萱,梁山伯與茱麗葉,54,232896,0,0.666,0.574,2,-6.497,1,0.0289,0.78,0.0,0.0911,0.659,120.019,4,mandopop
Daniel Chan,劃火柴,52,214533,0,0.545,0.53,6,-8.063,1,0.0264,0.464,0.0,0.311,0.426,136.023,4,mandopop
Zooey Wonder,I Could Be Yours,49,231125,1,0.718,0.52,2,-8.405,1,0.0582,0.317,1.04e-06,0.118,0.384,86.442,4,mandopop
Jay Chou,本草綱目,47,207933,0,0.729,0.701,10,-5.964,0,0.0469,0.0212,0.00768,0.0861,0.682,101.18,4,mandopop
Yoga Lin,Unrequited,48,307213,0,0.46,0.349,11,-9.966,1,0.0332,0.566,0.0,0.108,0.199,138.713,4,mandopop
高爾宣 OSN,Baby U Decide,54,141921,0,0.75,0.781,2,-5.095,0,0.12,0.207,0.0,0.0962,0.56,139.959,4,mandopop
Jolin Tsai,日不落,49,228506,0,0.687,0.938,1,-3.519,1,0.0309,0.00555,2.5e-05,0.165,0.829,128.01,4,mandopop
唐貓 SUGARCAT,Lonely,55,182307,0,0.628,0.325,2,-9.084,1,0.0282,0.399,0.0,0.12,0.414,90.05,4,mandopop
Lu Han,勛章,42,215906,0,0.463,0.715,9,-7.273,0,0.0362,0.393,0.0,0.349,0.313,91.871,4,mandopop
Jacky Cheung,我真的受傷了,56,208893,0,0.603,0.0762,7,-21.221,1,0.0325,0.906,5.08e-05,0.218,0.371,72.917,4,mandopop
A-Mei Chang,解脫,53,284666,0,0.539,0.341,1,-12.495,1,0.0279,0.7,0.0,0.269,0.676,167.539,4,mandopop
Z.TAO,皇冠,34,209006,0,0.569,0.489,2,-7.912,1,0.0347,0.507,0.0,0.102,0.416,139.731,4,mandopop
Jacky Cheung;高慧君,你最珍貴,54,286840,0,0.52,0.285,10,-10.754,1,0.027,0.686,0.0,0.0931,0.0798,93.922,4,mandopop
Joker Xue,剛剛好,53,250482,0,0.473,0.41,1,-10.925,1,0.043,0.603,7.06e-06,0.109,0.151,113.674,4,mandopop
Khalil Fong,紅豆,50,236093,0,0.484,0.248,6,-13.931,1,0.0466,0.386,1.66e-05,0.319,0.256,121.969,4,mandopop
Jeff Chang,愛就一個字,46,272379,0,0.566,0.504,0,-6.93,1,0.0357,0.725,0.0,0.139,0.202,120.908,4,mandopop
Karen Mok,如果沒有你,52,287013,0,0.507,0.281,11,-11.657,1,0.0307,0.758,0.0,0.211,0.264,125.893,4,mandopop
Z.TAO,分手不分離,34,254040,0,0.657,0.583,3,-5.177,1,0.0519,0.506,0.0,0.0987,0.181,123.999,4,mandopop
許光漢,別再想見我,52,270153,0,0.437,0.417,8,-7.749,1,0.0285,0.724,3.58e-06,0.1,0.427,141.849,4,mandopop
Daniel Chan;林京燁,不懂愛你,24,355000,0,0.495,0.51,8,-7.357,1,0.0349,0.519,0.0,0.19,0.413,136.072,4,mandopop
Hebe Tien,寂寞寂寞就好,48,275120,0,0.465,0.496,4,-7.864,1,0.0273,0.407,0.0,0.109,0.167,151.89,4,mandopop
Valen Hsu,獨角戲,51,277293,0,0.353,0.35,8,-14.231,0,0.0402,0.763,4.39e-06,0.0808,0.205,171.814,3,mandopop
Mayday,你不是真正的快樂,53,299906,0,0.402,0.688,5,-4.747,1,0.0299,0.0761,6.75e-06,0.327,0.431,164.082,4,mandopop
G.E.M.,差不多姑娘,53,230042,0,0.759,0.714,6,-7.333,0,0.205,0.223,0.0,0.209,0.5,87.987,4,mandopop
Z.TAO,越界,29,167272,0,0.521,0.64,5,-5.458,0,0.283,0.234,0.0,0.115,0.647,69.032,3,mandopop
Faye Wong,人間,47,285266,0,0.603,0.298,4,-11.761,0,0.0278,0.743,8.62e-06,0.267,0.298,130.041,4,mandopop
羅賓,看見你牽別人的手 - 修復版,24,210640,0,0.417,0.581,7,-6.512,1,0.0374,0.495,0.0,0.108,0.461,119.874,3,mandopop
Eason Chan,歲月如歌,51,207852,0,0.592,0.427,3,-6.759,1,0.0281,0.834,2.98e-06,0.106,0.453,139.908,4,mandopop
Andy Lau,難免有錯,26,334853,0,0.529,0.409,9,-10.092,1,0.0296,0.696,1.73e-06,0.163,0.102,126.672,4,mandopop
Jody Chiang,故鄉之歌,24,255413,0,0.433,0.459,10,-8.201,0,0.0326,0.671,2.24e-06,0.196,0.378,140.547,3,mandopop
Feng Ze,你不用知道,24,233944,0,0.597,0.461,5,-6.847,1,0.0269,0.605,0.0,0.355,0.496,127.911,4,mandopop
Stefanie Sun,第一天,47,253960,0,0.428,0.904,8,-4.042,1,0.0975,0.0371,0.0,0.316,0.623,176.105,4,mandopop
阿吉仔,兄弟,25,234920,0,0.415,0.436,11,-8.57,1,0.0361,0.572,0.0,0.134,0.448,73.896,4,mandopop
Wakin Chau,明天我要嫁給你,24,209308,0,0.618,0.257,2,-10.41,0,0.0396,0.802,0.0,0.0836,0.371,127.076,4,mandopop
沈文程,男兒的心聲,25,239946,0,0.52,0.333,2,-13.237,1,0.0329,0.00322,0.00651,0.359,0.319,83.777,3,mandopop
Eason Chan,慢慢喜歡你 - Live at EasON AIR,45,259502,0,0.568,0.321,10,-12.932,1,0.0365,0.846,2.41e-06,0.0851,0.302,130.151,4,mandopop
A-Lin,幸福了 然後呢,53,307706,0,0.546,0.701,1,-4.699,1,0.0401,0.103,0.0,0.087,0.281,135.848,4,mandopop
詹雅雯,出外人,25,248266,0,0.641,0.545,7,-6.244,1,0.027,0.0866,1.86e-06,0.308,0.337,103.954,4,mandopop
Eason Chan,人來人往,48,234769,0,0.542,0.26,7,-12.104,1,0.0347,0.759,3.98e-05,0.27,0.27,74.842,4,mandopop
王瑞霞,多情多怨嘆,25,277440,0,0.418,0.37,0,-11.322,0,0.0346,0.609,0.0,0.331,0.411,170.209,4,mandopop
吳青峰;微光古樂集,(......小小牧羊人)(feat. 微光古樂集),42,228916,0,0.606,0.31,3,-11.111,1,0.0289,0.936,0.000213,0.281,0.22,140.293,4,mandopop
Cyndi Wang,月光,50,245706,0,0.366,0.355,1,-7.046,1,0.0446,0.776,0.0,0.312,0.459,199.542,4,mandopop
Jolin Tsai;Jay Chou,布拉格廣場,45,294600,0,0.609,0.806,1,-4.399,1,0.228,0.316,0.0162,0.0617,0.408,189.182,4,mandopop
JJ Lin,交換餘生,50,276338,0,0.49,0.496,2,-6.825,1,0.0302,0.0473,1.55e-06,0.351,0.173,130.219,4,mandopop
Ronghao Li,模特,51,307346,0,0.684,0.421,11,-9.691,0,0.0348,0.266,0.0,0.0719,0.382,129.986,4,mandopop
Bobby Chen,把悲傷留給自己,46,271666,0,0.515,0.316,2,-12.592,1,0.0265,0.742,0.0,0.344,0.376,93.146,4,mandopop
MC HotDog,差不多先生,47,266544,0,0.644,0.879,6,-4.229,0,0.455,0.379,0.00296,0.183,0.507,175.973,4,mandopop
Jeff Chang,無別 (動畫《天官賜福》片頭曲),41,257234,0,0.365,0.394,4,-10.865,0,0.0468,0.799,0.0,0.197,0.354,143.468,4,mandopop
A Si,预谋邂逅,47,256226,0,0.477,0.599,11,-6.895,1,0.031,0.604,0.00019,0.112,0.295,160.056,4,mandopop
Khalil Fong,Love Song,48,269293,0,0.627,0.408,5,-9.87,1,0.052,0.626,0.0,0.315,0.337,114.744,4,mandopop
David Tao,天天,49,255200,0,0.522,0.551,2,-6.908,0,0.0339,0.275,0.0,0.123,0.158,120.976,4,mandopop
胡66,后来遇见他,54,249750,0,0.576,0.405,6,-7.306,1,0.0292,0.748,0.0,0.104,0.256,127.955,4,mandopop
Jeff Chang,愛如潮水,53,270640,0,0.563,0.493,4,-9.53,1,0.033,0.15,1.12e-06,0.161,0.24,133.988,4,mandopop
JJ Lin,曹操,50,242000,0,0.503,0.72,4,-4.497,0,0.0304,0.00276,0.0,0.0866,0.415,143.91,4,mandopop
David Tao,蝴蝶,40,283200,0,0.5,0.639,10,-4.359,1,0.0294,0.271,0.0,0.151,0.309,147.136,4,mandopop
Leehom Wang,緣分一道橋,46,246166,0,0.545,0.532,9,-5.415,1,0.0257,0.138,0.0,0.126,0.301,79.018,4,mandopop
Eason Chan,落花流水,43,237533,0,0.582,0.548,1,-7.632,1,0.0401,0.424,0.0,0.129,0.274,148.001,4,mandopop
Eason Chan,紅玫瑰(國),46,239973,0,0.425,0.583,9,-6.971,0,0.04,0.744,0.000689,0.116,0.345,128.05,4,mandopop
Eason Chan;eason and the duo band,我們萬歲,44,236640,0,0.562,0.494,1,-7.29,0,0.0289,0.318,0.0,0.0961,0.556,76.058,4,mandopop
Mavis Hee,城裡的月光,51,321320,0,0.538,0.251,10,-13.494,1,0.027,0.79,0.0,0.191,0.202,83.972,4,mandopop
Namewee;G.E.M.,漂向北方,51,265325,0,0.398,0.822,5,-6.74,1,0.126,0.0837,0.0,0.252,0.203,174.14,4,mandopop
Eason Chan,沙龍,47,275973,0,0.534,0.58,4,-5.311,1,0.0265,0.658,0.0,0.136,0.347,142.081,4,mandopop
Nicholas Teo,当你孤单你会想起谁,53,255440,0,0.668,0.499,11,-4.87,1,0.0248,0.473,0.0,0.135,0.297,91.006,4,mandopop
Stefanie Sun;Shen Darren,綠光,47,191560,0,0.589,0.874,3,-4.971,1,0.0766,0.107,0.0,0.0978,0.417,106.017,4,mandopop
Fan Yi Chen,I Believe,55,288773,0,0.569,0.287,7,-8.117,1,0.0288,0.736,0.0,0.124,0.148,129.935,4,mandopop
Faye Wong,矜持,48,277986,0,0.319,0.205,4,-14.326,1,0.0383,0.683,9.65e-05,0.114,0.196,138.493,3,mandopop
阿吉仔,命運的吉他,25,205200,0,0.493,0.429,0,-9.893,0,0.0426,0.342,0.0,0.154,0.641,112.282,3,mandopop
Jay Chou,Mojito,49,185008,0,0.814,0.595,0,-7.726,1,0.0277,0.476,0.0,0.278,0.8,115.004,4,mandopop
Ronghao Li,麻雀,49,252757,0,0.622,0.509,2,-8.936,0,0.0235,0.619,0.0,0.0712,0.231,85.024,4,mandopop
Stefanie Sun,我也很想他,49,257200,0,0.547,0.383,2,-8.717,1,0.0321,0.76,0.0,0.121,0.397,129.784,4,mandopop
JJ Lin,學不會,52,229500,0,0.453,0.604,3,-4.897,0,0.0349,0.67,0.0,0.0981,0.203,123.716,4,mandopop
黃妃,恨世生,25,155893,0,0.551,0.849,4,-1.784,0,0.0302,0.134,4.32e-05,0.0597,0.739,124.957,4,mandopop
李炳文,昨夜的渡輪上,25,220840,0,0.554,0.345,6,-10.199,0,0.0268,0.749,0.0,0.11,0.168,107.625,4,mandopop
Stefanie Sun,風衣,44,242951,0,0.602,0.381,10,-9.906,1,0.0304,0.802,0.0,0.223,0.401,125.918,4,mandopop
Pets Tseng,一個人想著一個人,54,243666,0,0.502,0.442,3,-7.89,1,0.0425,0.746,0.0,0.197,0.201,136.102,4,mandopop
TANK 呂建忠,Personal Angel,47,259053,0,0.572,0.605,11,-6.229,1,0.0276,0.449,0.0,0.111,0.18,130.018,4,mandopop
Cheer Chen,魚,46,300186,0,0.501,0.382,7,-7.747,1,0.032,0.84,0.0,0.076,0.259,137.752,4,mandopop
Victor Wong,我以為,55,298426,0,0.479,0.657,8,-6.294,1,0.032,0.65,0.0,0.115,0.238,76.966,4,mandopop
陳艾玲,你像眼淚流過我的心,24,254853,0,0.58,0.483,7,-7.695,1,0.0303,0.578,0.0,0.0693,0.27,128.152,4,mandopop
Vicky Chen,煙幕,54,247714,0,0.521,0.277,0,-7.857,1,0.0296,0.75,0.0,0.123,0.291,140.064,4,mandopop
A-Mei Chang,如果你也聽說,52,313146,0,0.445,0.469,10,-8.391,1,0.0366,0.585,0.0,0.104,0.123,116.792,4,mandopop
Claire Kuo,在你身邊的我 (青春熱血競技偶像劇《青春拋物線》插曲),30,207025,0,0.667,0.233,11,-9.788,1,0.0304,0.793,1.23e-06,0.109,0.372,76.03,4,mandopop
Fan Yi Chen,放生,53,273093,0,0.548,0.604,8,-5.379,0,0.0349,0.453,2.45e-05,0.19,0.26,137.852,4,mandopop
告五人,紅,48,269245,0,0.424,0.355,9,-10.461,1,0.0295,0.814,0.042,0.135,0.199,169.927,4,mandopop
高爾宣 OSN,Be Alright,51,202325,0,0.657,0.673,0,-6.309,1,0.0327,0.245,0.0,0.372,0.724,86.0,4,mandopop
Mixer,聲音,25,262790,0,0.572,0.795,4,-9.131,1,0.052,0.00197,2.58e-05,0.0972,0.382,128.951,4,mandopop
Jody Chiang,碎心戀,24,207866,0,0.506,0.481,5,-8.411,0,0.0328,0.751,0.0,0.302,0.387,124.519,3,mandopop
Jody Chiang,黃昏思鄉,24,205813,0,0.5,0.48,7,-8.014,1,0.0396,0.466,1.17e-06,0.184,0.549,176.316,4,mandopop
Jody Chiang,雪梅思君,24,503106,0,0.473,0.514,0,-8.478,1,0.1,0.505,0.0,0.0815,0.698,201.393,4,mandopop
Jody Chiang,只有你,24,225720,0,0.593,0.396,2,-8.632,0,0.0369,0.647,2.79e-06,0.131,0.445,82.61,4,mandopop
吳青峰;蜷川紅,(......海妖沙龍)(feat. 蜷川紅 of 和樂器樂團),42,204861,0,0.698,0.707,0,-5.745,1,0.0499,0.115,9.33e-06,0.252,0.479,101.93,4,mandopop
林慧萍,結髮一輩子 - Remastered,25,212840,0,0.482,0.213,11,-10.087,0,0.0298,0.832,0.0,0.118,0.124,135.783,4,mandopop
Rainie Yang,曖昧,51,250093,0,0.541,0.238,3,-9.829,1,0.0281,0.899,0.0,0.113,0.159,84.008,4,mandopop
Bobby Chen,牡丹亭外,33,318715,0,0.496,0.305,6,-11.505,1,0.025,0.234,2.8e-06,0.109,0.192,84.035,4,mandopop
Adam Cheng,笑看風雲,50,264289,0,0.608,0.401,4,-10.68,1,0.031,0.462,1.93e-06,0.167,0.181,120.001,4,mandopop
Crowd Lu,魚仔 - 電視劇<花甲男孩轉大人>主題曲,52,280954,0,0.666,0.217,1,-11.042,0,0.0335,0.786,0.0,0.0766,0.395,82.011,4,mandopop
Cheer Chen,小步舞曲,41,259720,0,0.592,0.429,5,-10.355,1,0.0322,0.837,8.84e-05,0.133,0.426,149.845,4,mandopop
Faye Wong,你快樂所以我快樂,44,258426,0,0.676,0.307,8,-12.919,0,0.0279,0.51,0.00284,0.123,0.163,110.857,4,mandopop
JJ Lin,將故事寫成我們,51,335480,0,0.462,0.636,8,-4.349,1,0.0309,0.611,0.0,0.109,0.388,134.933,4,mandopop
F.I.R.,千年之戀,49,228173,0,0.414,0.851,5,-3.115,1,0.11,0.14,0.0,0.423,0.256,142.399,4,mandopop
Eason Chan,一絲不掛,35,241706,0,0.516,0.545,1,-7.837,0,0.0296,0.722,0.0,0.159,0.534,143.99,3,mandopop
JJ Lin,Always Online,47,225013,0,0.798,0.55,0,-6.137,1,0.0453,0.443,0.0,0.171,0.695,119.998,4,mandopop
吳青峰,起风了,54,313565,0,0.548,0.396,3,-7.788,1,0.0265,0.484,0.0,0.144,0.501,73.963,4,mandopop
G.E.M.,兩個自己,52,196308,0,0.467,0.518,5,-6.455,1,0.043,0.273,2.36e-06,0.137,0.117,179.701,4,mandopop
菲道尔,阿拉斯加海湾,55,246000,0,0.53,0.132,4,-16.326,1,0.0432,0.81,4.02e-06,0.058,0.231,120.555,4,mandopop
Nan Quan Mama,橘子汽水,47,212520,0,0.724,0.568,9,-7.311,1,0.0257,0.657,0.0,0.0925,0.451,105.096,4,mandopop
林志炫,離人,50,295613,0,0.39,0.294,6,-10.722,1,0.0328,0.796,0.0,0.0785,0.174,177.679,4,mandopop
Karen Mok,呼吸有害,50,192196,0,0.604,0.622,2,-6.568,1,0.0465,0.498,0.0,0.128,0.195,77.981,4,mandopop
No Party For Cao Dong,在,43,280280,1,0.534,0.403,5,-12.384,1,0.0343,0.0166,0.0697,0.213,0.227,79.842,4,mandopop
Mayday,乾杯,51,289200,0,0.574,0.816,0,-4.822,1,0.0294,0.0358,0.0,0.104,0.82,81.998,4,mandopop
Ann Bai,是什麼讓我遇見這樣的你,54,265093,0,0.455,0.291,1,-12.209,1,0.0423,0.927,4.34e-06,0.315,0.253,78.692,4,mandopop
Mayday,擁抱,47,286826,0,0.415,0.448,0,-7.659,1,0.0303,0.417,0.0,0.106,0.249,119.889,4,mandopop
Teresa Teng,甜蜜蜜,47,211840,0,0.638,0.387,2,-9.775,1,0.0328,0.267,0.00165,0.199,0.412,127.289,4,mandopop
JJ Lin;Stefanie Sun,Stay With You - 英文版,49,207760,0,0.308,0.302,7,-7.874,1,0.0343,0.86,0.0,0.121,0.425,170.841,5,mandopop
Faye Wong,暗湧,43,261813,0,0.325,0.213,10,-17.136,0,0.04,0.898,0.0541,0.0909,0.326,181.1,3,mandopop
S.H.E,安靜了,50,271280,0,0.595,0.593,0,-5.967,1,0.0288,0.634,0.0,0.125,0.357,133.965,4,mandopop
Aska Yang,洋蔥,55,278400,0,0.607,0.544,0,-5.043,1,0.0282,0.242,0.0,0.106,0.236,129.967,4,mandopop
Fish Leong,沒有如果,50,267426,0,0.53,0.886,2,-2.715,1,0.0579,0.454,0.0,0.041,0.814,148.081,4,mandopop
Angela Chang,歐若拉,49,259160,0,0.507,0.77,5,-4.557,1,0.0588,0.0927,0.0,0.277,0.651,170.001,4,mandopop
吳青峰;AURORA,Storm,41,227688,0,0.315,0.624,11,-7.857,1,0.113,0.0504,0.00173,0.58,0.201,119.93,4,mandopop
陳思安,想厝的人,25,230240,0,0.586,0.493,3,-7.243,1,0.0278,0.267,0.0,0.112,0.236,110.026,4,mandopop
張玉華,原諒,42,255706,0,0.515,0.351,0,-9.628,1,0.0351,0.899,0.0,0.108,0.438,78.546,4,mandopop
Z-Chen,你愛上的我,56,261213,0,0.582,0.335,8,-9.73,1,0.0258,0.889,0.0,0.109,0.496,93.052,4,mandopop
黃仲崑,你說過,24,188973,0,0.585,0.508,6,-8.522,1,0.038,0.66,0.0,0.215,0.411,109.653,4,mandopop
理想混蛋,行星,55,323000,0,0.514,0.258,7,-11.304,1,0.0329,0.788,0.0,0.113,0.357,147.697,3,mandopop
楊宗憲,這款的情愛,23,229643,0,0.401,0.442,8,-11.979,1,0.0304,0.209,1.2e-06,0.0543,0.314,139.844,4,mandopop
楊芳儀;徐曉菁,就要揮別,25,205613,0,0.53,0.419,2,-10.786,1,0.033,0.745,0.000577,0.0911,0.542,141.256,4,mandopop
G.E.M.,受難曲,49,179982,0,0.649,0.655,2,-5.987,0,0.0371,0.0953,0.000205,0.129,0.309,109.997,4,mandopop
TANK 呂建忠,Three Kingdom Love,40,246173,0,0.531,0.893,4,-2.078,0,0.0445,0.192,0.0,0.0899,0.812,151.924,4,mandopop
Jody Chiang,還鄉,23,227400,0,0.577,0.476,5,-8.21,0,0.0293,0.543,0.0,0.0916,0.763,98.145,4,mandopop
告五人,法蘭西多士,44,254305,0,0.745,0.639,11,-6.612,1,0.0442,0.0317,0.00186,0.208,0.762,124.969,4,mandopop
Teresa Teng,情人的關懷,25,227480,0,0.352,0.295,4,-13.178,0,0.0344,0.138,0.000772,0.244,0.371,114.622,3,mandopop
Sodagreen,當我們一起走過,50,284853,0,0.487,0.414,10,-8.779,1,0.0279,0.509,0.0,0.117,0.352,76.953,4,mandopop
Jody Chiang,出外的媽媽,24,195893,0,0.598,0.439,7,-9.53,0,0.0332,0.519,0.0,0.2,0.368,93.581,4,mandopop
Eric Chou,說太多 - 周興哲〔Odyssey~旅程〕巡迴演唱會主題曲,51,154108,0,0.752,0.641,5,-7.688,1,0.0573,0.172,0.0,0.109,0.685,135.046,4,mandopop
蔡秋鳳,算命,24,216731,0,0.343,0.4,7,-10.736,1,0.0459,0.812,0.0,0.227,0.313,77.098,3,mandopop
楊培安,我相信,52,247466,0,0.668,0.768,0,-4.652,0,0.0266,0.0437,0.0,0.0981,0.542,112.04,4,mandopop
Mayday,洋蔥,52,275680,0,0.486,0.585,0,-6.105,1,0.0296,0.233,0.0,0.146,0.224,129.784,4,mandopop
Astro Bunny,難道只有我覺得,25,190946,0,0.579,0.885,9,-6.905,0,0.0481,0.655,0.00235,0.0864,0.779,156.958,4,mandopop
Tanya Chua,空白格,53,252600,0,0.341,0.221,0,-11.718,1,0.0351,0.956,1.36e-05,0.272,0.334,73.815,4,mandopop
Andrew Tan,孤單的形狀,23,220630,0,0.553,0.458,9,-7.535,1,0.0251,0.597,0.0,0.153,0.258,78.005,4,mandopop
Jacky Cheung;Regine Velasquez,In Love With You,24,264040,0,0.483,0.438,6,-7.071,1,0.0248,0.204,0.0,0.0863,0.154,71.003,4,mandopop
Dave Wong,一場遊戲一場夢,52,255333,0,0.561,0.32,10,-11.409,1,0.0314,0.802,0.0,0.0701,0.356,139.856,4,mandopop
Karen Mok;Wu Bai,堅強的理由,45,318160,0,0.507,0.472,9,-9.469,0,0.0261,7.66e-05,4.56e-05,0.091,0.446,131.915,4,mandopop
Sam Lee,痴心絕對,56,262400,0,0.629,0.56,11,-4.95,1,0.0247,0.226,0.0,0.344,0.224,106.764,4,mandopop
Deserts Chang,寶貝(In The Night),49,161173,0,0.755,0.274,0,-12.403,1,0.034,0.848,1.57e-06,0.131,0.535,110.064,4,mandopop
OHMYMEITING,巴黎的十二點,52,221443,0,0.665,0.738,1,-5.556,1,0.0345,0.447,0.0,0.102,0.214,96.966,4,mandopop
Waa Wei,你啊你啊 - 電視劇「用九柑仔店」插曲,51,326226,0,0.585,0.187,9,-12.514,1,0.0364,0.903,0.0,0.0929,0.179,123.862,4,mandopop
Patrick Brasca;8lak;Hosea,Don't Wanna Lie (feat. 8lak & Hosea),44,175144,0,0.687,0.528,9,-10.286,1,0.0453,0.249,7.24e-05,0.126,0.292,82.508,4,mandopop
Jay Chou,我是如此相信,46,266382,0,0.507,0.501,0,-9.475,1,0.0287,0.282,2.23e-05,0.0947,0.134,137.975,4,mandopop
Jay Chou,雨下一整晚,46,254480,0,0.59,0.408,10,-9.413,1,0.0257,0.658,0.0,0.0947,0.389,80.001,4,mandopop
Stefanie Sun,尚好的青春,29,265008,0,0.398,0.213,4,-10.698,1,0.0343,0.863,0.0,0.0954,0.356,143.243,4,mandopop
金莎,被風吹過的夏天,50,255946,0,0.551,0.535,3,-5.809,1,0.0312,0.604,0.0,0.102,0.341,123.789,4,mandopop
Yoga Lin,成全 - Live,43,309801,0,0.413,0.491,5,-7.561,1,0.0288,0.0731,0.0,0.926,0.14,80.04,4,mandopop
Landy Wen;Jay Chou,屋頂,51,319440,0,0.272,0.352,3,-9.159,1,0.0299,0.519,0.0,0.167,0.139,175.48,4,mandopop
Shadya Lan,Single,42,268253,0,0.503,0.665,11,-4.129,1,0.0314,0.465,6.15e-06,0.107,0.161,127.997,4,mandopop
Ronghao Li,爸爸媽媽,51,284215,0,0.67,0.507,11,-6.551,1,0.0316,0.699,0.0,0.161,0.258,101.921,4,mandopop
